time,motor,position,current
4.17345,12,885,1
4.20578,13,2059,1
4.23753,14,1585,0
4.26951,15,1674,0
4.30146,16,1806,0
4.33344,17,936,0
4.36543,18,2019,3
4.39754,19,1779,-3
4.42935,20,2195,0
4.46135,21,2066,0
4.4933,22,1252,0
4.52533,23,2066,0
4.55727,24,1599,0
4.58926,25,1811,0
4.63758,3,537,-160
4.66922,4,3529,0
4.70113,5,2052,-2
4.73308,6,3037,0
4.76513,7,1913,-22
4.79711,8,2647,18
4.829,9,1515,0
4.86106,10,2386,0
4.89307,11,2848,0
4.92505,12,884,0
4.95706,13,2059,1
4.98917,14,1585,0
5.02096,15,1673,1
5.08073,16,1806,2
5.1169,17,937,0
5.14885,18,2021,0
5.18083,19,1779,-1
5.21278,20,2196,-1
5.24474,21,2066,0
5.27676,22,1252,0
5.30873,23,2065,0
5.34068,24,1599,0
5.37263,25,1811,0
5.42101,3,469,-18
5.45261,4,3529,0
5.48455,5,2050,0
5.5166,6,3037,0
5.54856,7,1913,-22
5.58055,8,2647,18
5.61256,9,1515,0
5.64454,10,2387,0
5.6765,11,2848,0
5.70847,12,884,1
5.74036,13,2059,1
5.77243,14,1585,0
5.80434,15,1673,0
5.83643,16,1805,3
5.86836,17,936,0
5.90033,18,2020,0
5.93231,19,1704,-6
5.96427,20,2195,0
5.99628,21,2066,1
6.02826,22,1252,0
6.06023,23,2065,0
6.09217,24,1599,0
6.12419,25,1811,0
6.17249,3,469,-7
6.20408,4,3528,0
6.23606,5,2050,0
6.26812,6,3113,0
6.30007,7,1913,-33
6.33205,8,2647,17
6.36398,9,1515,0
6.39599,10,2386,0
6.42804,11,2848,0
6.45994,12,884,1
6.49191,13,2061,0
6.52389,14,1585,0
6.55584,15,1673,0
6.58786,16,1805,4
6.61988,17,935,0
6.65187,18,2019,3
6.68385,19,1704,-5
6.71581,20,2195,0
6.74785,21,2066,0
6.77978,22,1251,1
6.81175,23,2066,0
6.84376,24,1600,0
6.87572,25,1812,0
6.92405,3,463,-187
6.95568,4,3529,0
6.98771,5,2051,-1
7.01968,6,3110,3
7.05168,7,1912,-32
7.08368,8,2647,17
7.11562,9,1515,0
7.14766,10,2386,0
7.17966,11,2848,0
7.21166,12,884,1
7.24361,13,2059,0
7.27557,14,1585,0
7.30754,15,1673,0
7.33953,16,1805,4
7.37154,17,937,0
7.40353,18,2022,0
7.43556,19,1704,-6
7.46764,20,2196,0
7.49954,21,2067,0
7.53158,22,1252,0
7.56352,23,2066,0
7.59556,24,1599,0
7.62756,25,1812,0
7.67588,3,394,-17
7.70758,4,3529,-2
7.73976,5,2050,0
7.77148,6,3110,0
7.80348,7,1912,-29
7.83542,8,2647,18
7.86742,9,1515,0
7.89942,10,2387,0
7.93142,11,2848,0
7.96341,12,884,1
7.99539,13,2059,1
8.02741,14,1585,0
8.05935,15,1673,0
8.09136,16,1805,5
8.12334,17,936,0
8.15539,18,2020,0
8.18731,19,1630,-22
8.21934,20,2195,0
8.25141,21,2066,1
8.28338,22,1251,0
8.31532,23,2065,0
8.34734,24,1600,0
8.37921,25,1812,0
8.42777,3,393,-11
8.45923,4,3527,0
8.49124,5,2050,0
8.52328,6,3187,1
8.55524,7,1912,-34
8.58725,8,2648,17
8.61924,9,1515,0
8.65125,10,2386,0
8.6832,11,2848,0
8.71524,12,884,1
8.74717,13,2060,0
8.77917,14,1585,0
8.81116,15,1674,0
8.84317,16,1804,3
8.8751,17,935,0
8.90712,18,2019,4
8.93903,19,1630,-13
8.97112,20,2195,0
9.00309,21,2066,1
9.03507,22,1251,3
9.06707,23,2065,0
9.09904,24,1599,0
9.13105,25,1811,0
9.17939,3,386,-208
9.21095,4,3530,0
9.24299,5,2052,-3
9.27501,6,3183,12
9.30697,7,1911,-37
9.33902,8,2647,18
9.37098,9,1515,0
9.40286,10,2386,0
9.43481,11,2849,0
9.46686,12,884,0
9.49894,13,2060,0
9.53082,14,1585,0
9.56286,15,1673,0
9.59478,16,1804,2
9.62681,17,938,0
9.65884,18,2022,0
9.69073,19,1630,-14
9.72284,20,2195,-1
9.75478,21,2067,0
9.78678,22,1251,7
9.81877,23,2066,0
9.85081,24,1599,0
9.88274,25,1811,0
9.93118,3,320,-26
9.96273,4,3529,0
9.9947,5,2050,0
10.0267,6,3182,10
10.0587,7,1912,-36
10.0907,8,2647,19
10.1226,9,1516,-1
10.1547,10,2387,0
10.1868,11,2848,0
10.2188,12,884,1
10.2509,13,2060,0
10.2826,14,1585,0
10.3146,15,1674,0
10.3465,16,1804,3
10.3785,17,936,0
10.4104,18,2020,0
10.4424,19,1556,-43
10.4744,20,2196,-2
10.5064,21,2067,0
10.5383,22,1251,7
10.5704,23,2066,0
10.6023,24,1599,0
10.6342,25,1811,0
10.6829,3,320,-25
10.7179,4,3527,0
10.7523,5,2050,0
10.7783,6,3261,0
10.8101,7,1912,-30
10.8421,8,2647,19
10.8741,9,1516,-1
10.9061,10,2387,0
10.9381,11,2848,0
10.97,12,884,1
11.0019,13,2061,0
11.034,14,1585,0
11.0659,15,1673,0
11.0979,16,1804,3
11.13,17,935,0
11.1619,18,2019,1
11.1938,19,1556,-44
11.2258,20,2195,-3
11.2578,21,2066,0
11.2898,22,1252,7
11.3217,23,2066,0
11.3537,24,1599,0
11.3857,25,1811,0
11.434,3,317,-120
11.4656,4,3530,0
11.4976,5,2050,0
11.5295,6,3257,11
11.5615,7,1912,-33
11.5935,8,2647,19
11.6255,9,1516,0
11.6575,10,2387,0
11.6895,11,2848,0
11.7215,12,884,1
11.7534,13,2059,1
11.7854,14,1583,0
11.8174,15,1673,0
11.8494,16,1804,4
11.8813,17,936,0
11.9133,18,2021,0
11.9453,19,1556,-43
11.9773,20,2196,-2
12.0092,21,2067,0
12.0412,22,1251,8
12.0732,23,2066,0
12.1052,24,1599,0
12.1371,25,1811,0
12.1855,3,285,-46
12.2171,4,3528,0
12.2491,5,2049,0
12.2811,6,3334,14
12.3131,7,1912,-15
12.3451,8,2647,19
12.377,9,1516,0
12.4091,10,2388,0
12.441,11,2849,0
12.473,12,884,1
12.5051,13,2061,0
12.5371,14,1585,0
12.5691,15,1674,0
12.601,16,1804,5
12.633,17,935,0
12.665,18,2019,5
12.697,19,1556,-45
12.729,20,2195,-1
12.761,21,2066,1
12.793,22,1252,7
12.8249,23,2066,0
12.8569,24,1599,0
12.8889,25,1811,0
12.9372,3,284,-41
12.9689,4,3528,0
13.0009,5,2049,0
13.0329,6,3407,18
13.0648,7,1912,-16
13.0968,8,2647,20
13.1288,9,1515,0
13.1608,10,2387,0
13.1928,11,2848,0
13.2248,12,884,1
13.2567,13,2061,0
13.2888,14,1585,0
13.3208,15,1673,0
13.3528,16,1803,3
13.3847,17,936,0
13.4167,18,2019,3
13.4487,19,1555,-37
13.4807,20,2195,-2
13.5127,21,2065,0
13.5447,22,1251,7
13.5767,23,2066,0
13.6087,24,1599,0
13.6406,25,1811,0
13.6891,3,284,-44
13.7206,4,3529,0
13.7526,5,2049,0
13.7846,6,3459,51
13.8167,7,1911,-22
13.8487,8,2647,21
13.8806,9,1516,0
13.9126,10,2387,0
13.9445,11,2848,0
13.9765,12,884,1
14.0086,13,2060,0
14.0405,14,1585,0
14.0725,15,1674,0
14.1045,16,1803,4
14.1365,17,935,0
14.1685,18,2019,5
14.2004,19,1556,-25
14.2325,20,2195,0
14.2645,21,2066,1
14.2964,22,1251,7
14.3284,23,2066,0
14.3604,24,1599,0
14.3923,25,1811,0
14.4888,3,284,-42
14.5203,4,3529,0
14.5523,5,2049,0
14.5843,6,3458,51
14.6163,7,1912,-15
14.6482,8,2647,21
14.6803,9,1516,0
14.7122,10,2389,-6
14.7442,11,2848,0
14.7763,12,885,0
14.8082,13,2060,0
14.8402,14,1583,0
14.8722,15,1673,0
14.9041,16,1826,135
14.9362,17,937,0
14.9682,18,2019,3
15.0004,19,1555,-38
15.0324,20,2195,-4
15.0643,21,2067,0
15.0961,22,1251,5
15.1282,23,2067,0
15.1601,24,1599,0
15.1921,25,1810,4
15.2405,3,284,-44
15.2721,4,3529,0
15.3041,5,2050,0
15.3361,6,3458,51
15.3683,7,1912,-24
15.4001,8,2647,22
15.432,9,1516,0
15.4639,10,2389,-5
15.4959,11,2848,0
15.528,12,885,0
15.5599,13,2061,0
15.592,14,1583,0
15.6239,15,1673,0
15.6559,16,1826,128
15.688,17,956,48
15.7199,18,2019,3
15.7518,19,1556,-36
15.7839,20,2196,-5
15.8159,21,2068,0
15.8478,22,1251,7
15.8799,23,2066,0
15.9118,24,1599,0
15.9439,25,1810,4
15.9924,3,284,-40
16.0238,4,3529,0
16.0558,5,2049,0
16.0879,6,3458,54
16.1198,7,1912,-20
16.1518,8,2648,21
16.1838,9,1516,0
16.2158,10,2389,-6
16.2478,11,2849,0
16.2798,12,886,0
16.3118,13,2061,0
16.3437,14,1583,0
16.3756,15,1673,0
16.4077,16,1826,124
16.4397,17,956,56
16.4716,18,2020,9
16.5036,19,1556,-38
16.5377,20,2195,-4
16.5675,21,2069,0
16.5995,22,1251,7
16.6316,23,2066,0
16.6636,24,1599,0
16.6955,25,1810,4
16.8399,3,284,-45
16.8715,4,3529,0
16.9035,5,2049,0
16.9354,6,3458,54
16.9674,7,1912,-35
16.9994,8,2647,19
17.0314,9,1488,-30
17.0634,10,2389,-6
17.0954,11,2849,0
17.1274,12,886,0
17.1594,13,2060,0
17.1913,14,1583,0
17.2234,15,1673,0
17.2554,16,1826,127
17.2873,17,956,57
17.3193,18,2020,7
17.3513,19,1556,-39
17.3832,20,2196,-4
17.4153,21,2068,0
17.4473,22,1251,7
17.4792,23,2067,0
17.5113,24,1599,0
17.5433,25,1810,5
17.5919,3,284,-45
17.6232,4,3529,0
17.6552,5,2049,14
17.6872,6,3459,54
17.7192,7,1912,-37
17.7512,8,2647,21
17.7831,9,1488,-30
17.8151,10,2389,-5
17.8471,11,2849,0
17.8792,12,885,0
17.9111,13,2059,0
17.9431,14,1583,0
17.975,15,1673,0
18.0071,16,1826,119
18.0391,17,956,53
18.071,18,2020,9
18.103,19,1556,-41
18.135,20,2195,-6
18.167,21,2068,0
18.199,22,1251,7
18.231,23,2066,0
18.263,24,1600,0
18.295,25,1810,5
18.3435,3,284,-44
18.375,4,3529,0
18.4069,5,2050,15
18.439,6,3458,48
18.4709,7,1912,-31
18.5028,8,2647,21
18.5349,9,1488,-30
18.5669,10,2389,-6
18.5989,11,2848,-26
18.6309,12,886,0
18.6628,13,2060,0
18.6948,14,1583,0
18.7268,15,1673,0
18.7588,16,1826,124
18.7908,17,956,57
18.8227,18,2020,9
18.8548,19,1555,-32
18.8868,20,2195,-3
18.9188,21,2068,0
18.9508,22,1251,8
18.9827,23,2066,0
19.0147,24,1599,0
19.0468,25,1810,4
19.0951,3,284,-41
19.1267,4,3529,0
19.1587,5,2054,0
19.1907,6,3458,54
19.2226,7,1911,-29
19.2546,8,2647,21
19.2867,9,1487,-23
19.3187,10,2389,-5
19.3506,11,2846,-32
19.3826,12,885,0
19.4146,13,2060,0
19.4466,14,1583,0
19.4786,15,1673,0
19.5106,16,1827,126
19.5425,17,956,54
19.5745,18,2020,7
19.6065,19,1556,-41
19.6385,20,2196,-4
19.6705,21,2049,-40
19.7025,22,1251,8
19.7344,23,2067,0
19.7665,24,1599,0
19.7984,25,1810,4
19.8468,3,284,-43
19.8784,4,3529,0
19.9104,5,2054,0
19.9424,6,3458,53
19.9743,7,1912,-36
20.0063,8,2647,21
20.0383,9,1486,-32
20.0703,10,2389,-5
20.1022,11,2846,-33
20.1343,12,885,0
20.1663,13,2054,-16
20.1983,14,1583,0
20.2303,15,1673,0
20.2622,16,1826,120
20.2943,17,956,55
20.3263,18,2020,7
20.3582,19,1556,-41
20.3902,20,2196,-5
20.4222,21,2050,-39
20.4541,22,1251,7
20.4861,23,2067,0
20.5182,24,1599,0
20.5501,25,1810,5
20.5985,3,284,-45
20.6301,4,3529,0
20.6621,5,2054,0
20.6941,6,3458,54
20.7261,7,1912,-32
20.7581,8,2647,21
20.7901,9,1487,-39
20.822,10,2389,-2
20.854,11,2846,-33
20.886,12,885,0
20.918,13,2054,-2
20.95,14,1583,0
20.982,15,1673,0
21.0139,16,1827,117
21.0464,17,956,52
21.078,18,2020,7
21.1099,19,1556,-24
21.142,20,2196,-5
21.1738,21,2049,-37
21.2059,22,1251,7
21.2378,23,2067,0
21.2697,24,1599,0
21.3016,25,1810,4
21.4459,3,284,-43
21.4776,4,3529,0
21.5095,5,2050,12
21.5416,6,3459,51
21.5735,7,1912,-29
21.6055,8,2647,20
21.6375,9,1485,-3
21.6694,10,2335,-111
21.7014,11,2846,-23
21.7334,12,891,-29
21.7653,13,2053,-1
21.7974,14,1582,8
21.8293,15,1671,1
21.8613,16,1826,128
21.8933,17,957,49
21.9252,18,2024,0
21.9572,19,1555,-41
21.9893,20,2188,22
22.0211,21,2044,-4
22.0531,22,1251,7
22.0886,23,2064,3
22.1331,24,1599,0
22.1651,25,1810,4
22.2133,3,284,-43
22.245,4,3529,0
22.2771,5,2049,16
22.309,6,3458,53
22.341,7,1912,-27
22.3729,8,2647,21
22.4048,9,1481,0
22.4368,10,2320,-40
22.4689,11,2845,-8
22.5008,12,948,48
22.5328,13,2049,0
22.5647,14,1585,0
22.5967,15,1671,0
22.6288,16,1828,104
22.6608,17,962,21
22.6927,18,2025,0
22.7247,19,1556,-24
22.7566,20,2190,10
22.7886,21,2043,-9
22.8206,22,1251,7
22.8527,23,2066,0
22.8847,24,1599,0
22.9166,25,1810,4
22.9649,3,284,-44
22.9966,4,3529,0
23.0285,5,2049,16
23.0606,6,3458,53
23.0926,7,1912,-14
23.1246,8,2647,19
23.1565,9,1480,5
23.1885,10,2320,-30
23.2205,11,2845,-6
23.2525,12,950,37
23.2845,13,2048,1
23.3164,14,1638,156
23.3485,15,1670,14
23.3804,16,1827,110
23.4124,17,963,13
23.4443,18,2024,0
23.4764,19,1556,-40
23.5084,20,2189,14
23.5404,21,2043,-7
23.5724,22,1251,7
23.6044,23,2065,0
23.6364,24,1599,0
23.6683,25,1810,4
23.7168,3,284,-43
23.7483,4,3529,0
23.7803,5,2050,7
23.8123,6,3458,52
23.8442,7,1911,-11
23.8763,8,2647,21
23.9082,9,1484,-3
23.9402,10,2312,3
23.9722,11,2845,-6
24.0042,12,953,43
24.0362,13,2051,0
24.0681,14,1640,150
24.1002,15,1670,12
24.1322,16,1828,109
24.1641,17,964,3
24.1961,18,2023,0
24.2282,19,1555,-30
24.2601,20,2136,-203
24.2921,21,2044,-7
24.3241,22,1257,-13
24.356,23,2067,0
24.388,24,1597,6
24.4201,25,1810,7
24.4682,3,284,-43
24.5,4,3529,0
24.532,5,2055,0
24.564,6,3458,47
24.596,7,1911,-26
24.628,8,2647,21
24.66,9,1485,-7
24.6919,10,2315,0
24.7239,11,2845,-7
24.7559,12,955,26
24.788,13,2050,0
24.82,14,1640,130
24.852,15,1670,13
24.884,16,1828,109
24.9159,17,963,9
24.9479,18,2021,4
24.9799,19,1556,-40
25.0119,20,2122,-4
25.0438,21,2044,-11
25.0758,22,1312,114
25.1078,23,2064,2
25.1398,24,1600,0
25.1718,25,1810,3
25.2202,3,283,-43
25.2518,4,3529,0
25.2837,5,2055,0
25.3157,6,3458,53
25.3477,7,1911,-18
25.3797,8,2647,20
25.4117,9,1485,-5
25.4437,10,2313,0
25.4756,11,2845,-5
25.5077,12,955,26
25.5397,13,2052,0
25.5717,14,1641,132
25.6037,15,1670,9
25.6355,16,1828,111
25.6676,17,962,14
25.6996,18,2020,4
25.7316,19,1556,-36
25.7636,20,2122,-8
25.7955,21,2044,-9
25.8276,22,1313,75
25.8596,23,2067,0
25.8915,24,1653,160
25.9235,25,1809,6
25.9719,3,284,-43
26.0035,4,3529,0
26.0355,5,2051,10
26.0675,6,3458,49
26.0995,7,1912,-15
26.1315,8,2647,21
26.1635,9,1484,0
26.1955,10,2258,-101
26.2274,11,2845,-9
26.2594,12,965,-27
26.2913,13,2048,3
26.3234,14,1640,125
26.3553,15,1670,12
26.3873,16,1827,108
26.4193,17,962,16
26.4513,18,2023,0
26.4833,19,1555,-26
26.5153,20,2116,19
26.5474,21,2043,0
26.5794,22,1314,79
26.6114,23,2064,1
26.6433,24,1654,158
26.6753,25,1809,12
26.724,3,284,-42
26.7553,4,3529,0
26.7872,5,2050,13
26.8192,6,3458,52
26.8512,7,1912,-13
26.8832,8,2647,20
26.9151,9,1480,6
26.947,10,2243,-18
26.9791,11,2844,-2
27.0111,12,1020,68
27.0432,13,2048,2
27.0752,14,1641,121
27.1071,15,1670,11
27.1392,16,1828,110
27.1711,17,962,16
27.2031,18,2022,0
27.2351,19,1556,-39
27.2671,20,2117,9
27.299,21,2043,-2
27.331,22,1318,53
27.3631,23,2065,3
27.395,24,1659,114
27.427,25,1809,11
27.4752,3,284,-40
27.5069,4,3529,0
27.539,5,2050,13
27.5709,6,3458,52
27.603,7,1912,-19
27.6351,8,2647,18
27.667,9,1479,12
27.699,10,2243,-19
27.7309,11,2844,-2
27.7628,12,1024,56
27.7992,13,2048,3
27.8269,14,1703,245
27.8589,15,1668,26
27.8909,16,1828,113
27.9228,17,963,10
27.9549,18,2024,0
27.9868,19,1556,-34
28.0188,20,2117,13
28.0508,21,2043,-3
28.0828,22,1319,44
28.1148,23,2064,5
28.1467,24,1663,68
28.1787,25,1809,11
28.2269,3,284,-41
28.2587,4,3529,0
28.2907,5,2050,13
28.3227,6,3458,53
28.3547,7,1911,-21
28.3866,8,2647,21
28.4186,9,1479,8
28.4506,10,2237,4
28.4827,11,2844,-3
28.5146,12,1025,55
28.5466,13,2048,2
28.5786,14,1706,233
28.6106,15,1668,27
28.6425,16,1827,112
28.6746,17,964,6
28.7066,18,2022,4
28.7386,19,1556,-14
28.7705,20,2060,-94
28.8026,21,2044,-8
28.8346,22,1328,-2
28.8665,23,2068,0
28.8985,24,1662,69
28.9305,25,1808,13
28.9788,3,284,-42
29.0104,4,3529,0
29.0424,5,2051,4
29.0745,6,3458,52
29.1064,7,1911,-22
29.1384,8,2647,21
29.1703,9,1484,0
29.2024,10,2240,-2
29.2343,11,2844,-3
29.2663,12,1026,57
29.2984,13,2048,3
29.3304,14,1709,195
29.3623,15,1668,26
29.3943,16,1828,107
29.4263,17,963,10
29.4583,18,2021,5
29.4902,19,1556,-33
29.5222,20,2049,0
29.5542,21,2043,-5
29.5861,22,1385,134
29.6182,23,2065,0
29.6502,24,1662,71
29.6822,25,1809,11
29.7306,3,284,-40
29.7622,4,3529,0
29.7941,5,2052,0
29.8261,6,3458,48
29.8581,7,1912,-15
29.8902,8,2647,19
29.922,9,1485,-9
29.9541,10,2238,0
29.9861,11,2844,-2
30.0181,12,1027,47
30.05,13,2049,0
30.0821,14,1710,181
30.1141,15,1668,28
30.1461,16,1828,111
30.178,17,961,24
30.21,18,2021,5
30.242,19,1556,-26
30.274,20,2050,-8
30.306,21,2043,-4
30.338,22,1389,74
30.3699,23,2068,0
30.402,24,1719,249
30.434,25,1806,22
30.4822,3,284,-39
30.514,4,3529,0
30.5459,5,2051,4
30.5779,6,3458,53
30.6099,7,1912,-13
30.6419,8,2647,20
30.6738,9,1484,-4
30.7058,10,2220,-50
30.7378,11,2845,-2
30.7698,12,1031,18
30.8018,13,2048,0
30.8338,14,1711,180
30.8658,15,1667,26
30.8978,16,1827,110
30.9297,17,961,26
30.9617,18,2022,2
30.9938,19,1556,-18
31.0257,20,2046,0
31.0577,21,2043,-4
31.0897,22,1390,75
31.1217,23,2064,3
31.1537,24,1719,248
31.1857,25,1807,20
31.234,3,284,-40
31.2656,4,3529,0
31.2976,5,2050,10
31.3295,6,3458,52
31.3615,7,1912,-11
31.3936,8,2647,20
31.4255,9,1479,7
31.4575,10,2207,4
31.4896,11,2844,-3
31.5215,12,1084,153
31.5536,13,2048,2
31.5855,14,1710,181
31.6174,15,1668,25
31.6494,16,1828,106
31.6814,17,961,27
31.7134,18,2022,4
31.7454,19,1556,-15
31.7774,20,2050,-9
31.8093,21,2043,-5
31.8414,22,1395,38
31.8733,23,2066,0
31.9053,24,1728,152
31.9373,25,1806,23
31.9857,3,284,-39
32.0173,4,3529,0
32.0493,5,2050,9
32.0812,6,3458,51
32.1133,7,1911,-13
32.1453,8,2647,20
32.1773,9,1479,11
32.2092,10,2207,0
32.2413,11,2844,-2
32.2733,12,1087,147
32.3053,13,2048,0
32.3372,14,1777,268
32.3693,15,1665,37
32.4012,16,1828,109
32.4332,17,962,16
32.4652,18,2021,4
32.4972,19,1556,-23
32.5292,20,2049,-7
32.5612,21,2043,-8
32.5932,22,1397,20
32.6251,23,2066,0
32.6572,24,1732,105
32.6891,25,1807,19
32.7376,3,284,-40
32.7691,4,3529,0
32.8011,5,2051,9
32.8331,6,3458,51
32.865,7,1911,-9
32.8972,8,2647,19
32.9291,9,1479,10
32.9611,10,2211,-7
32.9931,11,2844,-2
33.0251,12,1096,87
33.0571,13,2047,3
33.089,14,1777,264
33.121,15,1665,38
33.153,16,1829,83
33.185,17,962,18
33.217,18,2021,4
33.2491,19,1556,-14
33.2809,20,2041,27
33.3129,21,2043,-4
33.3571,22,1452,201
33.3932,23,2064,2
33.4248,24,1734,99
33.4568,25,1807,20
33.5052,3,284,-38
33.5368,4,3529,0
33.5688,5,2052,3
33.6008,6,3458,51
33.6327,7,1911,-10
33.6648,8,2647,18
33.6968,9,1482,0
33.7288,10,2211,-4
33.7607,11,2844,-2
33.7927,12,1097,81
33.8247,13,2048,2
33.8567,14,1781,214
33.8888,15,1665,39
33.9207,16,1829,91
33.9527,17,961,19
33.9847,18,2020,6
34.0167,19,1556,-22
34.0486,20,2045,3
34.0807,21,2043,-3
34.1126,22,1457,132
34.1446,23,2066,0
34.1766,24,1797,224
34.2086,25,1807,24
34.257,3,284,-40
34.2885,4,3529,0
34.3205,5,2051,6
34.3525,6,3458,51
34.3845,7,1912,-11
34.4165,8,2648,20
34.4486,9,1479,12
34.4805,10,2205,14
34.5125,11,2844,-2
34.5445,12,1157,226
34.5765,13,2048,2
34.6084,14,1782,209
34.6405,15,1666,36
34.6725,16,1830,62
34.7044,17,961,23
34.7364,18,2020,4
34.7684,19,1556,-21
34.8004,20,2050,-9
34.8324,21,2043,-4
34.8644,22,1467,58
34.8964,23,2066,0
34.9284,24,1798,195
34.9603,25,1807,20
35.0087,3,284,-34
35.0403,4,3529,0
35.0723,5,2050,12
35.1042,6,3458,51
35.1363,7,1911,-11
35.1683,8,2647,19
35.2003,9,1479,13
35.2323,10,2205,10
35.2642,11,2844,-2
35.2962,12,1160,168
35.3282,13,2048,1
35.3602,14,1848,312
35.3921,15,1663,54
35.4242,16,1831,69
35.4561,17,962,15
35.4881,18,2020,6
35.5201,19,1556,-13
35.5522,20,2049,-5
35.5841,21,2043,-12
35.6161,22,1468,44
35.6481,23,2064,2
35.68,24,1804,166
35.7121,25,1807,24
35.7604,3,284,-36
35.792,4,3529,0
35.8241,5,2050,11
35.856,6,3458,50
35.8881,7,1911,-7
35.92,8,2647,20
35.952,9,1480,8
35.9839,10,2210,-2
36.016,11,2844,-3
36.048,12,1170,113
36.0799,13,2047,2
36.112,14,1849,319
36.1439,15,1663,55
36.176,16,1831,61
36.2079,17,962,18
36.2398,18,2020,7
36.2719,19,1556,-22
36.3038,20,2041,32
36.3358,21,2043,-9
36.3678,22,1525,219
36.3998,23,2064,3
36.4318,24,1807,108
36.4638,25,1807,19
36.5122,3,284,-35
36.5438,4,3529,0
36.5757,5,2051,6
36.6077,6,3458,48
36.6398,7,1911,-12
36.6717,8,2647,18
36.7036,9,1480,6
36.7356,10,2210,0
36.7676,11,2844,-2
36.7996,12,1170,121
36.8315,13,2048,3
36.8636,14,1856,223
36.8956,15,1663,55
36.9275,16,1831,70
36.9595,17,961,22
36.9915,18,2020,8
37.0236,19,1556,-17
37.0555,20,2044,13
37.0875,21,2043,-1
37.1195,22,1536,110
37.1515,23,2065,0
37.1835,24,1869,252
37.2155,25,1806,26
37.2638,3,284,-40
37.2954,4,3529,0
37.3275,5,2050,9
37.3594,6,3458,50
37.3914,7,1912,-13
37.4233,8,2647,20
37.4553,9,1479,7
37.4874,10,2205,10
37.5195,11,2845,-6
37.5514,12,1229,213
37.5834,13,2048,4
37.6153,14,1857,197
37.6474,15,1663,54
37.6793,16,1832,60
37.7113,17,961,22
37.7433,18,2020,5
37.7753,19,1556,-22
37.8072,20,2050,-8
37.8393,21,2043,-3
37.8713,22,1543,50
37.9032,23,2066,0
37.9354,24,1873,203
37.9675,25,1806,25
38.0159,3,284,-38
38.0474,4,3529,0
38.0792,5,2050,11
38.1112,6,3458,51
38.1432,7,1911,-10
38.1751,8,2647,21
38.2071,9,1480,12
38.2391,10,2206,8
38.2712,11,2845,-5
38.3031,12,1234,188
38.3352,13,2047,3
