time,motor,position,current
0.219681,1,1000,0
0.251074,2,501,0
0.283025,3,376,36
0.315044,4,500,0
0.45413,1,1000,0
0.490979,2,500,1
0.52295,3,500,0
0.554928,4,500,0
0.652094,1,775,-58
0.682922,2,711,62
0.71487,3,499,0
0.746859,4,251,0
0.87535,1,500,0
0.906759,2,1000,1
0.938817,3,500,0
0.970805,4,251,0
1.09897,1,235,-57
1.13072,2,726,-40
1.16278,3,135,-36
1.19474,4,1,0
1.3231,1,0,0
1.35481,2,0,0
1.38664,3,1,0
1.41855,4,0,0
1.57918,1,1,0
1.61054,2,0,1
1.64253,3,1,0
1.67444,4,0,0
